sheet_type,site,year,entity,parameter,value,year_condition,timestep
Commodity,EU27,2035,Gas,Type,Stock,2035,
Commodity,EU27,2035,CO2,Type,Env,2035,
Commodity,EU27,2035,Biomass,Type,Stock,2035,
Commodity,EU27,2035,Nuclear Fuel,Type,Stock,2035,
Commodity,EU27,2035,Coal,Type,Stock,2035,
Commodity,EU27,2035,Oil,Type,Stock,2035,
Commodity,EU27,2035,Slack,Type,Stock,2035,
Commodity,EU27,2035,Hydro,price,0,2035,
Commodity,EU27,2035,Elec,price,0,2035,
Commodity,EU27,2035,Lignite,price,8.64,2035,
Commodity,EU27,2035,Gas,price,22.68,2035,
Commodity,EU27,2035,CO2,price,113.4,2035,
Commodity,EU27,2035,Biomass,price,67.68,2035,
Commodity,EU27,2035,Nuclear Fuel,price,6.12,2035,
Commodity,EU27,2035,Coal,price,6.48,2035,
Commodity,EU27,2035,Oil,price,32.04,2035,
Commodity,EU27,2035,Slack,price,32.04,2035,
Commodity,EU27,2035,Hydro,max,0,2035,
Commodity,EU27,2035,Elec,max,0,2035,
Commodity,EU27,2035,Lignite,max,inf,2035,
Commodity,EU27,2035,Gas,max,inf,2035,
Commodity,EU27,2035,CO2,max,inf,2035,
Commodity,EU27,2035,Biomass,max,inf,2035,
Commodity,EU27,2035,Nuclear Fuel,max,inf,2035,
Commodity,EU27,2035,Coal,max,inf,2035,
Commodity,EU27,2035,Oil,max,inf,2035,
Commodity,EU27,2035,Slack,max,inf,2035,
Commodity,EU27,2035,Hydro,maxperhour,0,2035,
Commodity,EU27,2035,Elec,maxperhour,0,2035,
Commodity,EU27,2035,Lignite,maxperhour,inf,2035,
Commodity,EU27,2035,Gas,maxperhour,inf,2035,
Commodity,EU27,2035,CO2,maxperhour,inf,2035,
Commodity,EU27,2035,Biomass,maxperhour,inf,2035,
Commodity,EU27,2035,Nuclear Fuel,maxperhour,inf,2035,
Commodity,EU27,2035,Coal,maxperhour,inf,2035,
Commodity,EU27,2035,Oil,maxperhour,inf,2035,
Commodity,EU27,2035,Slack,maxperhour,inf,2035,
Demand,EU27,2036,Elec,fix,0,2036,0
Demand,EU27,2036,Elec,fix,391229167,2036,1
Demand,EU27,2036,Elec,fix,391229167,2036,2
Demand,EU27,2036,Elec,fix,391229167,2036,3
Demand,EU27,2036,Elec,fix,391229167,2036,4
Demand,EU27,2036,Elec,fix,391229167,2036,5
Demand,EU27,2036,Elec,fix,391229167,2036,6
Demand,EU27,2036,Elec,fix,391229167,2036,7
Demand,EU27,2036,Elec,fix,391229167,2036,8
Demand,EU27,2036,Elec,fix,391229167,2036,9
Demand,EU27,2036,Elec,fix,391229167,2036,10
Demand,EU27,2036,Elec,fix,391229167,2036,11
Demand,EU27,2036,Elec,fix,391229167,2036,12
SupIm,EU27,2036,Hydro,sup-im,0.0,2036,0
SupIm,EU27,2036,Hydro,sup-im,0.207,2036,1
SupIm,EU27,2036,Hydro,sup-im,0.207,2036,2
SupIm,EU27,2036,Hydro,sup-im,0.207,2036,3
SupIm,EU27,2036,Hydro,sup-im,0.207,2036,4
SupIm,EU27,2036,Hydro,sup-im,0.207,2036,5
SupIm,EU27,2036,Hydro,sup-im,0.207,2036,6
SupIm,EU27,2036,Hydro,sup-im,0.207,2036,7
SupIm,EU27,2036,Hydro,sup-im,0.207,2036,8
SupIm,EU27,2036,Hydro,sup-im,0.207,2036,9
SupIm,EU27,2036,Hydro,sup-im,0.207,2036,10
SupIm,EU27,2036,Hydro,sup-im,0.207,2036,11
SupIm,EU27,2036,Hydro,sup-im,0.207,2036,12
Commodity,EU27,2036,Hydro,Type,SupIm,2036,
Commodity,EU27,2036,Elec,Type,Demand,2036,
Commodity,EU27,2036,Lignite,Type,Stock,2036,
Commodity,EU27,2036,Gas,Type,Stock,2036,
Commodity,EU27,2036,CO2,Type,Env,2036,
Commodity,EU27,2036,Biomass,Type,Stock,2036,
Commodity,EU27,2036,Nuclear Fuel,Type,Stock,2036,
Commodity,EU27,2036,Coal,Type,Stock,2036,
Commodity,EU27,2036,Oil,Type,Stock,2036,
Commodity,EU27,2036,Slack,Type,Stock,2036,
Commodity,EU27,2036,Hydro,price,0,2036,
Commodity,EU27,2036,Elec,price,0,2036,
Commodity,EU27,2036,Lignite,price,8.64,2036,
Commodity,EU27,2036,Gas,price,22.68,2036,
Commodity,EU27,2036,CO2,price,113.4,2036,
Commodity,EU27,2036,Biomass,price,67.68,2036,
Commodity,EU27,2036,Nuclear Fuel,price,6.12,2036,
Commodity,EU27,2036,Coal,price,6.48,2036,
Commodity,EU27,2036,Oil,price,32.04,2036,
Commodity,EU27,2036,Slack,price,32.04,2036,
Commodity,EU27,2036,Hydro,max,0,2036,
Commodity,EU27,2036,Elec,max,0,2036,
Commodity,EU27,2036,Lignite,max,inf,2036,
Commodity,EU27,2036,Gas,max,inf,2036,
Commodity,EU27,2036,CO2,max,inf,2036,
Commodity,EU27,2036,Biomass,max,inf,2036,
Commodity,EU27,2036,Nuclear Fuel,max,inf,2036,
Commodity,EU27,2036,Coal,max,inf,2036,
Commodity,EU27,2036,Oil,max,inf,2036,
Commodity,EU27,2036,Slack,max,inf,2036,
Commodity,EU27,2036,Hydro,maxperhour,0,2036,
Commodity,EU27,2036,Elec,maxperhour,0,2036,
Commodity,EU27,2036,Lignite,maxperhour,inf,2036,
Commodity,EU27,2036,Gas,maxperhour,inf,2036,
Commodity,EU27,2036,CO2,maxperhour,inf,2036,
Commodity,EU27,2036,Biomass,maxperhour,inf,2036,
Commodity,EU27,2036,Nuclear Fuel,maxperhour,inf,2036,
Commodity,EU27,2036,Coal,maxperhour,inf,2036,
Commodity,EU27,2036,Oil,maxperhour,inf,2036,
Commodity,EU27,2036,Slack,maxperhour,inf,2036,
Demand,EU27,2037,Elec,fix,0,2037,0
Demand,EU27,2037,Elec,fix,406359375,2037,1
Demand,EU27,2037,Elec,fix,406359375,2037,2
Demand,EU27,2037,Elec,fix,406359375,2037,3
Demand,EU27,2037,Elec,fix,406359375,2037,4
Demand,EU27,2037,Elec,fix,406359375,2037,5
Demand,EU27,2037,Elec,fix,406359375,2037,6
Demand,EU27,2037,Elec,fix,406359375,2037,7
Demand,EU27,2037,Elec,fix,406359375,2037,8
Demand,EU27,2037,Elec,fix,406359375,2037,9
Demand,EU27,2037,Elec,fix,406359375,2037,10
Demand,EU27,2037,Elec,fix,406359375,2037,11
Demand,EU27,2037,Elec,fix,406359375,2037,12
SupIm,EU27,2037,Hydro,sup-im,0.0,2037,0
SupIm,EU27,2037,Hydro,sup-im,0.207,2037,1
SupIm,EU27,2037,Hydro,sup-im,0.207,2037,2
SupIm,EU27,2037,Hydro,sup-im,0.207,2037,3
SupIm,EU27,2037,Hydro,sup-im,0.207,2037,4
SupIm,EU27,2037,Hydro,sup-im,0.207,2037,5
SupIm,EU27,2037,Hydro,sup-im,0.207,2037,6
SupIm,EU27,2037,Hydro,sup-im,0.207,2037,7
SupIm,EU27,2037,Hydro,sup-im,0.207,2037,8
SupIm,EU27,2037,Hydro,sup-im,0.207,2037,9
SupIm,EU27,2037,Hydro,sup-im,0.207,2037,10
SupIm,EU27,2037,Hydro,sup-im,0.207,2037,11
SupIm,EU27,2037,Hydro,sup-im,0.207,2037,12
Commodity,EU27,2037,Hydro,Type,SupIm,2037,
Commodity,EU27,2037,Elec,Type,Demand,2037,
Commodity,EU27,2037,Lignite,Type,Stock,2037,
Commodity,EU27,2037,Gas,Type,Stock,2037,
Commodity,EU27,2037,CO2,Type,Env,2037,
Commodity,EU27,2037,Biomass,Type,Stock,2037,
Commodity,EU27,2037,Nuclear Fuel,Type,Stock,2037,
Commodity,EU27,2037,Coal,Type,Stock,2037,
Commodity,EU27,2037,Oil,Type,Stock,2037,
Commodity,EU27,2037,Slack,Type,Stock,2037,
Commodity,EU27,2037,Hydro,price,0,2037,
Commodity,EU27,2037,Elec,price,0,2037,
Commodity,EU27,2037,Lignite,price,8.64,2037,
Commodity,EU27,2037,Gas,price,22.68,2037,
Commodity,EU27,2037,CO2,price,113.4,2037,
Commodity,EU27,2037,Biomass,price,67.68,2037,
Commodity,EU27,2037,Nuclear Fuel,price,6.12,2037,
Commodity,EU27,2037,Coal,price,6.48,2037,
Commodity,EU27,2037,Oil,price,32.04,2037,
Commodity,EU27,2037,Slack,price,32.04,2037,
Commodity,EU27,2037,Hydro,max,0,2037,
Commodity,EU27,2037,Elec,max,0,2037,
Commodity,EU27,2037,Lignite,max,inf,2037,
Commodity,EU27,2037,Gas,max,inf,2037,
Commodity,EU27,2037,CO2,max,inf,2037,
Commodity,EU27,2037,Biomass,max,inf,2037,
Commodity,EU27,2037,Nuclear Fuel,max,inf,2037,
Commodity,EU27,2037,Coal,max,inf,2037,
Commodity,EU27,2037,Oil,max,inf,2037,
Commodity,EU27,2037,Slack,max,inf,2037,
Commodity,EU27,2037,Hydro,maxperhour,0,2037,
Commodity,EU27,2037,Elec,maxperhour,0,2037,
Commodity,EU27,2037,Lignite,maxperhour,inf,2037,
Commodity,EU27,2037,Gas,maxperhour,inf,2037,
Commodity,EU27,2037,CO2,maxperhour,inf,2037,
Commodity,EU27,2037,Biomass,maxperhour,inf,2037,
Commodity,EU27,2037,Nuclear Fuel,maxperhour,inf,2037,
Commodity,EU27,2037,Coal,maxperhour,inf,2037,
Commodity,EU27,2037,Oil,maxperhour,inf,2037,
Commodity,EU27,2037,Slack,maxperhour,inf,2037,
Demand,EU27,2038,Elec,fix,0,2038,0
Demand,EU27,2038,Elec,fix,421489583,2038,1
Demand,EU27,2038,Elec,fix,421489583,2038,2
Demand,EU27,2038,Elec,fix,421489583,2038,3
Demand,EU27,2038,Elec,fix,421489583,2038,4
Demand,EU27,2038,Elec,fix,421489583,2038,5
Demand,EU27,2038,Elec,fix,421489583,2038,6
Demand,EU27,2038,Elec,fix,421489583,2038,7
Demand,EU27,2038,Elec,fix,421489583,2038,8
Demand,EU27,2038,Elec,fix,421489583,2038,9
Demand,EU27,2038,Elec,fix,421489583,2038,10
Demand,EU27,2038,Elec,fix,421489583,2038,11
Demand,EU27,2038,Elec,fix,421489583,2038,12
SupIm,EU27,2038,Hydro,sup-im,0.0,2038,0
SupIm,EU27,2038,Hydro,sup-im,0.207,2038,1
SupIm,EU27,2038,Hydro,sup-im,0.207,2038,2
SupIm,EU27,2038,Hydro,sup-im,0.207,2038,3
SupIm,EU27,2038,Hydro,sup-im,0.207,2038,4
SupIm,EU27,2038,Hydro,sup-im,0.207,2038,5
SupIm,EU27,2038,Hydro,sup-im,0.207,2038,6
SupIm,EU27,2038,Hydro,sup-im,0.207,2038,7
SupIm,EU27,2038,Hydro,sup-im,0.207,2038,8
SupIm,EU27,2038,Hydro,sup-im,0.207,2038,9
SupIm,EU27,2038,Hydro,sup-im,0.207,2038,10
SupIm,EU27,2038,Hydro,sup-im,0.207,2038,11
SupIm,EU27,2038,Hydro,sup-im,0.207,2038,12
Commodity,EU27,2038,Hydro,Type,SupIm,2038,
Commodity,EU27,2038,Elec,Type,Demand,2038,
Commodity,EU27,2038,Lignite,Type,Stock,2038,
Commodity,EU27,2038,Gas,Type,Stock,2038,
Commodity,EU27,2038,CO2,Type,Env,2038,
Commodity,EU27,2038,Biomass,Type,Stock,2038,
Commodity,EU27,2038,Nuclear Fuel,Type,Stock,2038,
Commodity,EU27,2038,Coal,Type,Stock,2038,
Commodity,EU27,2038,Oil,Type,Stock,2038,
Commodity,EU27,2038,Slack,Type,Stock,2038,
Commodity,EU27,2038,Hydro,price,0,2038,
Commodity,EU27,2038,Elec,price,0,2038,
Commodity,EU27,2038,Lignite,price,8.64,2038,
Commodity,EU27,2038,Gas,price,22.68,2038,
Commodity,EU27,2038,CO2,price,113.4,2038,
Commodity,EU27,2038,Biomass,price,67.68,2038,
Commodity,EU27,2038,Nuclear Fuel,price,6.12,2038,
Commodity,EU27,2038,Coal,price,6.48,2038,
Commodity,EU27,2038,Oil,price,32.04,2038,
Commodity,EU27,2038,Slack,price,32.04,2038,
Commodity,EU27,2038,Hydro,max,0,2038,
Commodity,EU27,2038,Elec,max,0,2038,
Commodity,EU27,2038,Lignite,max,inf,2038,
Commodity,EU27,2038,Gas,max,inf,2038,
Commodity,EU27,2038,CO2,max,inf,2038,
Commodity,EU27,2038,Biomass,max,inf,2038,
Commodity,EU27,2038,Nuclear Fuel,max,inf,2038,
Commodity,EU27,2038,Coal,max,inf,2038,
Commodity,EU27,2038,Oil,max,inf,2038,
Commodity,EU27,2038,Slack,max,inf,2038,
Commodity,EU27,2038,Hydro,maxperhour,0,2038,
Commodity,EU27,2038,Elec,maxperhour,0,2038,
Commodity,EU27,2038,Lignite,maxperhour,inf,2038,
Commodity,EU27,2038,Gas,maxperhour,inf,2038,
Commodity,EU27,2038,CO2,maxperhour,inf,2038,
Commodity,EU27,2038,Biomass,maxperhour,inf,2038,
Commodity,EU27,2038,Nuclear Fuel,maxperhour,inf,2038,
Commodity,EU27,2038,Coal,maxperhour,inf,2038,
Commodity,EU27,2038,Oil,maxperhour,inf,2038,
Commodity,EU27,2038,Slack,maxperhour,inf,2038,
Demand,EU27,2039,Elec,fix,0,2039,0
Demand,EU27,2039,Elec,fix,436619792,2039,1
Demand,EU27,2039,Elec,fix,436619792,2039,2
Demand,EU27,2039,Elec,fix,436619792,2039,3
Demand,EU27,2039,Elec,fix,436619792,2039,4
Demand,EU27,2039,Elec,fix,436619792,2039,5
Demand,EU27,2039,Elec,fix,436619792,2039,6
Demand,EU27,2039,Elec,fix,436619792,2039,7
Demand,EU27,2039,Elec,fix,436619792,2039,8
Demand,EU27,2039,Elec,fix,436619792,2039,9
Demand,EU27,2039,Elec,fix,436619792,2039,10
Demand,EU27,2039,Elec,fix,436619792,2039,11
Demand,EU27,2039,Elec,fix,436619792,2039,12
SupIm,EU27,2039,Hydro,sup-im,0.0,2039,0
SupIm,EU27,2039,Hydro,sup-im,0.207,2039,1
SupIm,EU27,2039,Hydro,sup-im,0.207,2039,2
SupIm,EU27,2039,Hydro,sup-im,0.207,2039,3
SupIm,EU27,2039,Hydro,sup-im,0.207,2039,4
SupIm,EU27,2039,Hydro,sup-im,0.207,2039,5
SupIm,EU27,2039,Hydro,sup-im,0.207,2039,6
SupIm,EU27,2039,Hydro,sup-im,0.207,2039,7
SupIm,EU27,2039,Hydro,sup-im,0.207,2039,8
SupIm,EU27,2039,Hydro,sup-im,0.207,2039,9
SupIm,EU27,2039,Hydro,sup-im,0.207,2039,10
SupIm,EU27,2039,Hydro,sup-im,0.207,2039,11
SupIm,EU27,2039,Hydro,sup-im,0.207,2039,12
Commodity,EU27,2039,Hydro,Type,SupIm,2039,
Commodity,EU27,2039,Elec,Type,Demand,2039,
Commodity,EU27,2039,Lignite,Type,Stock,2039,
Commodity,EU27,2039,Gas,Type,Stock,2039,
Commodity,EU27,2039,CO2,Type,Env,2039,
Commodity,EU27,2039,Biomass,Type,Stock,2039,
Commodity,EU27,2039,Nuclear Fuel,Type,Stock,2039,
Commodity,EU27,2039,Coal,Type,Stock,2039,
Commodity,EU27,2039,Oil,Type,Stock,2039,
Commodity,EU27,2039,Slack,Type,Stock,2039,
Commodity,EU27,2039,Hydro,price,0,2039,
Commodity,EU27,2039,Elec,price,0,2039,
Commodity,EU27,2039,Lignite,price,8.64,2039,
Commodity,EU27,2039,Gas,price,22.68,2039,
Commodity,EU27,2039,CO2,price,113.4,2039,
Commodity,EU27,2039,Biomass,price,67.68,2039,
Commodity,EU27,2039,Nuclear Fuel,price,6.12,2039,
Commodity,EU27,2039,Coal,price,6.48,2039,
Commodity,EU27,2039,Oil,price,32.04,2039,
Commodity,EU27,2039,Slack,price,32.04,2039,
Commodity,EU27,2039,Hydro,max,0,2039,
Commodity,EU27,2039,Elec,max,0,2039,
Commodity,EU27,2039,Lignite,max,inf,2039,
Commodity,EU27,2039,Gas,max,inf,2039,
Commodity,EU27,2039,CO2,max,inf,2039,
Commodity,EU27,2039,Biomass,max,inf,2039,
Commodity,EU27,2039,Nuclear Fuel,max,inf,2039,
Commodity,EU27,2039,Coal,max,inf,2039,
Commodity,EU27,2039,Oil,max,inf,2039,
Commodity,EU27,2039,Slack,max,inf,2039,
Commodity,EU27,2039,Hydro,maxperhour,0,2039,
Commodity,EU27,2039,Elec,maxperhour,0,2039,
Commodity,EU27,2039,Lignite,maxperhour,inf,2039,
Commodity,EU27,2039,Gas,maxperhour,inf,2039,
Commodity,EU27,2039,CO2,maxperhour,inf,2039,
Commodity,EU27,2039,Biomass,maxperhour,inf,2039,
Commodity,EU27,2039,Nuclear Fuel,maxperhour,inf,2039,
Commodity,EU27,2039,Coal,maxperhour,inf,2039,
Commodity,EU27,2039,Oil,maxperhour,inf,2039,
Commodity,EU27,2039,Slack,maxperhour,inf,2039,
Process,EU27,2024,Coal Plant_2040,lifetime,0.0,2024,
Process,EU27,2024,Lignite Plant_2040,lifetime,0.0,2024,
Process,EU27,2024,Gas Plant (CCGT)_2040,lifetime,0.0,2024,
Process,EU27,2024,Other non-res_2040,lifetime,0.0,2024,
Process,EU27,2024,Oil Plant_2040,lifetime,0.0,2024,
Process,EU27,2024,Coal Plant CCUS_2040,lifetime,0.0,2024,
Process,EU27,2024,Lignite Plant CCUS_2040,lifetime,0.0,2024,
Process,EU27,2024,Gas Plant (CCGT) CCUS_2040,lifetime,0.0,2024,
Process,EU27,2024,Nuclear Plant_2040,lifetime,0.0,2024,
Process,EU27,2024,Hydro (run-of-river)_2040,lifetime,0.0,2024,
Process,EU27,2024,Hydro (reservoir)_2040,lifetime,0.0,2024,
Process,EU27,2024,Biomass Plant_2040,lifetime,0.0,2024,
Process,EU27,2024,Coal Plant_2040,inst-cap,0.0,2024,
Process,EU27,2024,Lignite Plant_2040,inst-cap,0.0,2024,
Process,EU27,2024,Gas Plant (CCGT)_2040,inst-cap,0.0,2024,
Process,EU27,2024,Other non-res_2040,inst-cap,0.0,2024,
Process,EU27,2024,Oil Plant_2040,inst-cap,0.0,2024,
Process,EU27,2024,Coal Plant CCUS_2040,inst-cap,0.0,2024,
Process,EU27,2024,Lignite Plant CCUS_2040,inst-cap,0.0,2024,
Process,EU27,2024,Gas Plant (CCGT) CCUS_2040,inst-cap,0.0,2024,
Process,EU27,2024,Nuclear Plant_2040,inst-cap,0.0,2024,
Process,EU27,2024,Hydro (run-of-river)_2040,inst-cap,0.0,2024,
Process,EU27,2024,Hydro (reservoir)_2040,inst-cap,0.0,2024,
Process,EU27,2024,Biomass Plant_2040,inst-cap,0.0,2024,
Process,EU27,2024,Coal Plant_2040,cap-up,0.0,2024-2039,
Process,EU27,2024,Lignite Plant_2040,cap-up,0.0,2024-2039,
Process,EU27,2024,Gas Plant (CCGT)_2040,cap-up,0.0,2024-2039,
Process,EU27,2024,Other non-res_2040,cap-up,0.0,2024-2039,
Process,EU27,2024,Oil Plant_2040,cap-up,0.0,2024-2039,
Process,EU27,2024,Coal Plant CCUS_2040,cap-up,0.0,2024-2039,
Process,EU27,2024,Lignite Plant CCUS_2040,cap-up,0.0,2024-2039,
Process,EU27,2024,Gas Plant (CCGT) CCUS_2040,cap-up,0.0,2024-2039,
Process,EU27,2024,Nuclear Plant_2040,cap-up,0.0,2024-2039,
Process,EU27,2024,Hydro (run-of-river)_2040,cap-up,0.0,2024-2039,
Process,EU27,2024,Hydro (reservoir)_2040,cap-up,0.0,2024-2039,
Process,EU27,2024,Biomass Plant_2040,cap-up,0.0,2024-2039,
Process,EU27,2024,Coal Plant_2040,min-fraction,0.0,2024-2039,
Process,EU27,2024,Lignite Plant_2040,min-fraction,0.0,2024-2039,
Process,EU27,2024,Gas Plant (CCGT)_2040,min-fraction,0.0,2024-2039,
Process,EU27,2024,Other non-res_2040,min-fraction,0.0,2024-2039,
Process,EU27,2024,Oil Plant_2040,min-fraction,0.0,2024-2039,
Process,EU27,2024,Coal Plant CCUS_2040,min-fraction,0.0,2024-2039,
Process,EU27,2024,Lignite Plant CCUS_2040,min-fraction,0.0,2024-2039,
Process,EU27,2024,Gas Plant (CCGT) CCUS_2040,min-fraction,0.0,2024-2039,
Process,EU27,2024,Nuclear Plant_2040,min-fraction,0.0,2024-2039,
Process,EU27,2024,Hydro (run-of-river)_2040,min-fraction,0.0,2024-2039,
Process,EU27,2024,Hydro (reservoir)_2040,min-fraction,0.0,2024-2039,
Process,EU27,2024,Biomass Plant_2040,min-fraction,0.0,2024-2039,
Process,EU27,2040,Coal Plant_2040,cap-up,56122.0,2040-2050,
Process,EU27,2040,Lignite Plant_2040,cap-up,43599.0,2040-2050,
Process,EU27,2040,Gas Plant (CCGT)_2040,cap-up,999999.0,2040-2050,
Process,EU27,2040,Other non-res_2040,cap-up,13483.0,2040-2050,
Process,EU27,2040,Oil Plant_2040,cap-up,14578.0,2040-2050,
Process,EU27,2040,Coal Plant CCUS_2040,cap-up,100000.0,2040-2050,
Process,EU27,2040,Lignite Plant CCUS_2040,cap-up,100000.0,2040-2050,
Process,EU27,2040,Gas Plant (CCGT) CCUS_2040,cap-up,100000.0,2040-2050,
Process,EU27,2040,Nuclear Plant_2040,cap-up,94198.0,2040-2050,
Process,EU27,2040,Hydro (run-of-river)_2040,cap-up,46703.0,2040-2050,
Process,EU27,2040,Hydro (reservoir)_2040,cap-up,61218.0,2040-2050,
Process,EU27,2040,Biomass Plant_2040,cap-up,999999.0,2040-2050,
Process,EU27,2040,Coal Plant_2040,min-fraction,0.5,2040-2050,
Process,EU27,2040,Lignite Plant_2040,min-fraction,0.65,2040-2050,
Process,EU27,2040,Gas Plant (CCGT)_2040,min-fraction,0.0,2040-2050,
Process,EU27,2040,Other non-res_2040,min-fraction,0.0,2040-2050,
Process,EU27,2040,Oil Plant_2040,min-fraction,0.0,2040-2050,
Process,EU27,2040,Coal Plant CCUS_2040,min-fraction,0.5,2040-2050,
Process,EU27,2040,Lignite Plant CCUS_2040,min-fraction,0.65,2040-2050,
Process,EU27,2040,Gas Plant (CCGT) CCUS_2040,min-fraction,0.0,2040-2050,
Process,EU27,2040,Nuclear Plant_2040,min-fraction,0.0,2040-2050,
Process,EU27,2040,Hydro (run-of-river)_2040,min-fraction,0.0,2040-2050,
Process,EU27,2040,Hydro (reservoir)_2040,min-fraction,0.0,2040-2050,
Process,EU27,2040,Biomass Plant_2040,min-fraction,0.0,2040-2050,
Process,EU27,2024,Coal Plant_2040,cap-lo,0.0,2024-2050,
Process,EU27,2024,Lignite Plant_2040,cap-lo,0.0,2024-2050,
Process,EU27,2024,Gas Plant (CCGT)_2040,cap-lo,0.0,2024-2050,
Process,EU27,2024,Other non-res_2040,cap-lo,0.0,2024-2050,
Process,EU27,2024,Oil Plant_2040,cap-lo,0.0,2024-2050,
Process,EU27,2024,Coal Plant CCUS_2040,cap-lo,0.0,2024-2050,
Process,EU27,2024,Lignite Plant CCUS_2040,cap-lo,0.0,2024-2050,
Process,EU27,2024,Gas Plant (CCGT) CCUS_2040,cap-lo,0.0,2024-2050,
Process,EU27,2024,Nuclear Plant_2040,cap-lo,0.0,2024-2050,
Process,EU27,2024,Hydro (run-of-river)_2040,cap-lo,0.0,2024-2050,
Process,EU27,2024,Hydro (reservoir)_2040,cap-lo,0.0,2024-2050,
Process,EU27,2024,Biomass Plant_2040,cap-lo,0.0,2024-2050,
Process,EU27,2024,Coal Plant_2040,max-grad,inf,2024-2050,
Process,EU27,2024,Lignite Plant_2040,max-grad,inf,2024-2050,
Process,EU27,2024,Gas Plant (CCGT)_2040,max-grad,inf,2024-2050,
Process,EU27,2024,Other non-res_2040,max-grad,inf,2024-2050,
Process,EU27,2024,Oil Plant_2040,max-grad,inf,2024-2050,
Process,EU27,2024,Coal Plant CCUS_2040,max-grad,inf,2024-2050,
Process,EU27,2024,Lignite Plant CCUS_2040,max-grad,inf,2024-2050,
Process,EU27,2024,Gas Plant (CCGT) CCUS_2040,max-grad,inf,2024-2050,
Process,EU27,2024,Nuclear Plant_2040,max-grad,inf,2024-2050,
Process,EU27,2024,Hydro (run-of-river)_2040,max-grad,inf,2024-2050,
Process,EU27,2024,Hydro (reservoir)_2040,max-grad,inf,2024-2050,
Process,EU27,2024,Biomass Plant_2040,max-grad,inf,2024-2050,
Process,EU27,2024,Coal Plant_2040,inv-cost,1784013.3448,2024-2050,
Process,EU27,2024,Lignite Plant_2040,inv-cost,2230016.681,2024-2050,
Process,EU27,2024,Gas Plant (CCGT)_2040,inv-cost,735908.1840000001,2024-2050,
Process,EU27,2024,Other non-res_2040,inv-cost,5648000.0,2024-2050,
Process,EU27,2024,Oil Plant_2040,inv-cost,5648000.0,2024-2050,
Process,EU27,2024,Coal Plant CCUS_2040,inv-cost,3222374.10324,2024-2050,
Process,EU27,2024,Lignite Plant CCUS_2040,inv-cost,3623777.1062800004,2024-2050,
Process,EU27,2024,Gas Plant (CCGT) CCUS_2040,inv-cost,1672518.6,2024-2050,
Process,EU27,2024,Nuclear Plant_2040,inv-cost,5296308.9,2024-2050,
Process,EU27,2024,Hydro (run-of-river)_2040,inv-cost,2620279.14,2024-2050,
Process,EU27,2024,Hydro (reservoir)_2040,inv-cost,3345037.2,2024-2050,
Process,EU27,2024,Biomass Plant_2040,inv-cost,5648000.0,2024-2050,
Process,EU27,2024,Coal Plant_2040,fix-cost,28544.2135168,2024-2050,
Process,EU27,2024,Lignite Plant_2040,fix-cost,43931.3286088,2024-2050,
Process,EU27,2024,Gas Plant (CCGT)_2040,fix-cost,16725.186,2024-2050,
Process,EU27,2024,Other non-res_2040,fix-cost,16725.186,2024-2050,
Process,EU27,2024,Oil Plant_2040,fix-cost,16725.186,2024-2050,
Process,EU27,2024,Coal Plant CCUS_2040,fix-cost,61882.96289200001,2024-2050,
Process,EU27,2024,Lignite Plant CCUS_2040,fix-cost,68684.5137656,2024-2050,
Process,EU27,2024,Gas Plant (CCGT) CCUS_2040,fix-cost,39025.4,2024-2050,
Process,EU27,2024,Nuclear Plant_2040,fix-cost,120421.3392,2024-2050,
Process,EU27,2024,Hydro (run-of-river)_2040,fix-cost,9143.10168,2024-2050,
Process,EU27,2024,Hydro (reservoir)_2040,fix-cost,28432.8,2024-2050,
Process,EU27,2024,Biomass Plant_2040,fix-cost,0.0,2024-2050,
Process,EU27,2024,Coal Plant_2040,var-cost,2.7,2024-2050,
Process,EU27,2024,Lignite Plant_2040,var-cost,3.2,2024-2050,
Process,EU27,2024,Gas Plant (CCGT)_2040,var-cost,2.6,2024-2050,
Process,EU27,2024,Other non-res_2040,var-cost,2.6,2024-2050,
Process,EU27,2024,Oil Plant_2040,var-cost,2.6,2024-2050,
Process,EU27,2024,Coal Plant CCUS_2040,var-cost,6.29,2024-2050,
Process,EU27,2024,Lignite Plant CCUS_2040,var-cost,4.7,2024-2050,
Process,EU27,2024,Gas Plant (CCGT) CCUS_2040,var-cost,3.2,2024-2050,
Process,EU27,2024,Nuclear Plant_2040,var-cost,8.5,2024-2050,
Process,EU27,2024,Hydro (run-of-river)_2040,var-cost,0.0,2024-2050,
Process,EU27,2024,Hydro (reservoir)_2040,var-cost,0.357,2024-2050,
Process,EU27,2024,Biomass Plant_2040,var-cost,53.2,2024-2050,
Process,EU27,2024,Coal Plant_2040,startup-cost,0.0,2024-2050,
Process,EU27,2024,Lignite Plant_2040,startup-cost,0.0,2024-2050,
Process,EU27,2024,Gas Plant (CCGT)_2040,startup-cost,0.0,2024-2050,
Process,EU27,2024,Other non-res_2040,startup-cost,0.0,2024-2050,
Process,EU27,2024,Oil Plant_2040,startup-cost,0.0,2024-2050,
Process,EU27,2024,Coal Plant CCUS_2040,startup-cost,0.0,2024-2050,
Process,EU27,2024,Lignite Plant CCUS_2040,startup-cost,0.0,2024-2050,
Process,EU27,2024,Gas Plant (CCGT) CCUS_2040,startup-cost,0.0,2024-2050,
