sheet_type,site,year,entity,parameter,value,year_condition,timestep
Process,EU27,2024,Oil Plant_2030,var-cost,2.6,2024-2050,
Process,EU27,2024,Coal Plant CCUS_2030,var-cost,6.5,2024-2050,
Process,EU27,2024,Lignite Plant CCUS_2030,var-cost,6.7,2024-2050,
Process,EU27,2024,Gas Plant (CCGT) CCUS_2030,var-cost,3.33,2024-2050,
Process,EU27,2024,Nuclear Plant_2030,var-cost,8.3,2024-2050,
Process,EU27,2024,Hydro (run-of-river)_2030,var-cost,0.0,2024-2050,
Process,EU27,2024,Hydro (reservoir)_2030,var-cost,0.357,2024-2050,
Process,EU27,2024,Biomass Plant_2030,var-cost,53.2,2024-2050,
Process,EU27,2024,Coal Plant_2030,startup-cost,0.0,2024-2050,
Process,EU27,2024,Lignite Plant_2030,startup-cost,0.0,2024-2050,
Process,EU27,2024,Gas Plant (CCGT)_2030,startup-cost,0.0,2024-2050,
Process,EU27,2024,Other non-res_2030,startup-cost,0.0,2024-2050,
Process,EU27,2024,Oil Plant_2030,startup-cost,0.0,2024-2050,
Process,EU27,2024,Coal Plant CCUS_2030,startup-cost,0.0,2024-2050,
Process,EU27,2024,Lignite Plant CCUS_2030,startup-cost,0.0,2024-2050,
Process,EU27,2024,Gas Plant (CCGT) CCUS_2030,startup-cost,0.0,2024-2050,
Process,EU27,2024,Nuclear Plant_2030,startup-cost,0.0,2024-2050,
Process,EU27,2024,Hydro (run-of-river)_2030,startup-cost,0.0,2024-2050,
Process,EU27,2024,Hydro (reservoir)_2030,startup-cost,0.0,2024-2050,
Process,EU27,2024,Biomass Plant_2030,startup-cost,0.0,2024-2050,
Process,EU27,2024,Coal Plant_2030,wacc,0.073,2024-2050,
Process,EU27,2024,Lignite Plant_2030,wacc,0.073,2024-2050,
Process,EU27,2024,Gas Plant (CCGT)_2030,wacc,0.073,2024-2050,
Process,EU27,2024,Other non-res_2030,wacc,0.071,2024-2050,
Process,EU27,2024,Oil Plant_2030,wacc,0.071,2024-2050,
Process,EU27,2024,Coal Plant CCUS_2030,wacc,0.071,2024-2050,
Process,EU27,2024,Lignite Plant CCUS_2030,wacc,0.071,2024-2050,
Process,EU27,2024,Gas Plant (CCGT) CCUS_2030,wacc,0.071,2024-2050,
Process,EU27,2024,Nuclear Plant_2030,wacc,0.073,2024-2050,
Process,EU27,2024,Hydro (run-of-river)_2030,wacc,0.073,2024-2050,
Process,EU27,2024,Hydro (reservoir)_2030,wacc,0.073,2024-2050,
Process,EU27,2024,Biomass Plant_2030,wacc,0.071,2024-2050,
Process,EU27,2024,Coal Plant_2030,depreciation,40.0,2024-2050,
Process,EU27,2024,Lignite Plant_2030,depreciation,40.0,2024-2050,
Process,EU27,2024,Gas Plant (CCGT)_2030,depreciation,25.0,2024-2050,
Process,EU27,2024,Other non-res_2030,depreciation,25.0,2024-2050,
Process,EU27,2024,Oil Plant_2030,depreciation,25.0,2024-2050,
Process,EU27,2024,Coal Plant CCUS_2030,depreciation,40.0,2024-2050,
Process,EU27,2024,Lignite Plant CCUS_2030,depreciation,40.0,2024-2050,
Process,EU27,2024,Gas Plant (CCGT) CCUS_2030,depreciation,25.0,2024-2050,
Process,EU27,2024,Nuclear Plant_2030,depreciation,60.0,2024-2050,
Process,EU27,2024,Hydro (run-of-river)_2030,depreciation,60.0,2024-2050,
Process,EU27,2024,Hydro (reservoir)_2030,depreciation,50.0,2024-2050,
Process,EU27,2024,Biomass Plant_2030,depreciation,25.0,2024-2050,
Process,EU27,2024,Coal Plant_2030,area-per-cap,0.0,2024-2050,
Process,EU27,2024,Lignite Plant_2030,area-per-cap,0.0,2024-2050,
Process,EU27,2024,Gas Plant (CCGT)_2030,area-per-cap,0.0,2024-2050,
Process,EU27,2024,Other non-res_2030,area-per-cap,0.0,2024-2050,
Process,EU27,2024,Oil Plant_2030,area-per-cap,0.0,2024-2050,
Process,EU27,2024,Coal Plant CCUS_2030,area-per-cap,0.0,2024-2050,
Process,EU27,2024,Lignite Plant CCUS_2030,area-per-cap,0.0,2024-2050,
Process,EU27,2024,Gas Plant (CCGT) CCUS_2030,area-per-cap,0.0,2024-2050,
Process,EU27,2024,Nuclear Plant_2030,area-per-cap,0.0,2024-2050,
Process,EU27,2024,Hydro (run-of-river)_2030,area-per-cap,0.0,2024-2050,
Process,EU27,2024,Hydro (reservoir)_2030,area-per-cap,0.0,2024-2050,
Process,EU27,2024,Biomass Plant_2030,area-per-cap,0.0,2024-2050,
Process-Commodity,Global,2024,Lignite Plant_2030,Lignite_In,1.0,2024-2050,
Process-Commodity,Global,2024,Lignite Plant_2030,Elec_Out,0.42,2024-2050,
Process-Commodity,Global,2024,Lignite Plant_2030,CO2_Out,0.363,2024-2050,
Process-Commodity,Global,2024,Gas Plant (CCGT)_2030,Gas_In,1.0,2024-2050,
Process-Commodity,Global,2024,Gas Plant (CCGT)_2030,Elec_Out,0.61,2024-2050,
Process-Commodity,Global,2024,Gas Plant (CCGT)_2030,CO2_Out,0.1855,2024-2050,
Process-Commodity,Global,2024,Biomass Plant_2030,Biomass_In,1.0,2024-2050,
Process-Commodity,Global,2024,Biomass Plant_2030,Elec_Out,0.35,2024-2050,
Process-Commodity,Global,2024,Biomass Plant_2030,CO2_Out,0.0,2024-2050,
Process-Commodity,Global,2024,Nuclear Plant_2030,Nuclear Fuel_In,1.0,2024-2050,
Process-Commodity,Global,2024,Nuclear Plant_2030,Elec_Out,0.38,2024-2050,
Process-Commodity,Global,2024,Coal Plant_2030,Coal_In,1.0,2024-2050,
Process-Commodity,Global,2024,Coal Plant_2030,Elec_Out,0.46,2024-2050,
Process-Commodity,Global,2024,Coal Plant_2030,CO2_Out,0.3418,2024-2050,
Process-Commodity,Global,2024,Hydro (run-of-river)_2030,Hydro_In,1.0,2024-2050,
Process-Commodity,Global,2024,Hydro (run-of-river)_2030,Elec_Out,1.0,2024-2050,
Process-Commodity,Global,2024,Hydro (reservoir)_2030,Hydro_In,1.0,2024-2050,
Process-Commodity,Global,2024,Hydro (reservoir)_2030,Elec_Out,1.0,2024-2050,
Process-Commodity,Global,2024,Coal Plant CCUS_2030,Coal_In,1.0,2024-2050,
Process-Commodity,Global,2024,Coal Plant CCUS_2030,Elec_Out,0.037,2024-2050,
Process-Commodity,Global,2024,Coal Plant CCUS_2030,CO2_Out,0.03418,2024-2050,
Process-Commodity,Global,2024,Lignite Plant CCUS_2030,Coal_In,1.0,2024-2050,
Process-Commodity,Global,2024,Lignite Plant CCUS_2030,Elec_Out,0.33,2024-2050,
Process-Commodity,Global,2024,Lignite Plant CCUS_2030,CO2_Out,0.0363,2024-2050,
Process-Commodity,Global,2024,Gas Plant (CCGT) CCUS_2030,Gas_In,1.0,2024-2050,
Process-Commodity,Global,2024,Gas Plant (CCGT) CCUS_2030,Elec_Out,0.46,2024-2050,
Process-Commodity,Global,2024,Gas Plant (CCGT) CCUS_2030,CO2_Out,0.01855,2024-2050,
Process-Commodity,Global,2024,Other non-res_2030,Slack_In,1.0,2024-2050,
Process-Commodity,Global,2024,Other non-res_2030,Elec_Out,0.4,2024-2050,
Process-Commodity,Global,2024,Other non-res_2030,CO2_Out,0.267,2024-2050,
Process-Commodity,Global,2024,Oil Plant_2030,Oil_In,1.0,2024-2050,
Process-Commodity,Global,2024,Oil Plant_2030,Elec_Out,0.4,2024-2050,
Process-Commodity,Global,2024,Oil Plant_2030,CO2_Out,0.267,2024-2050,
Site,Global,2030,EU27,area,280000000,2030,
Global,Global,2030,Support timeframe,value,2030,2030,
Global,Global,2030,CO2 limit,value,316600000,2030,
Global,Global,2030,Support timeframe,description,Modelled year for intertemporal planning,2030,
Global,Global,2030,CO2 limit,description,Limits the sum of all created (as calculated by commodity_balance) CO2 in all sites; Only relevant if not minimized,2030,
Demand,EU27,2030,Elec,fix,0,2030,0
Demand,EU27,2030,Elec,fix,300447917,2030,1
Demand,EU27,2030,Elec,fix,300447917,2030,2
Demand,EU27,2030,Elec,fix,300447917,2030,3
Demand,EU27,2030,Elec,fix,300447917,2030,4
Demand,EU27,2030,Elec,fix,300447917,2030,5
Demand,EU27,2030,Elec,fix,300447917,2030,6
Demand,EU27,2030,Elec,fix,300447917,2030,7
Demand,EU27,2030,Elec,fix,300447917,2030,8
Demand,EU27,2030,Elec,fix,300447917,2030,9
Demand,EU27,2030,Elec,fix,300447917,2030,10
Demand,EU27,2030,Elec,fix,300447917,2030,11
Demand,EU27,2030,Elec,fix,300447917,2030,12
SupIm,EU27,2030,Hydro,sup-im,0.0,2030,0
SupIm,EU27,2030,Hydro,sup-im,0.207,2030,1
SupIm,EU27,2030,Hydro,sup-im,0.207,2030,2
SupIm,EU27,2030,Hydro,sup-im,0.207,2030,3
SupIm,EU27,2030,Hydro,sup-im,0.207,2030,4
SupIm,EU27,2030,Hydro,sup-im,0.207,2030,5
SupIm,EU27,2030,Hydro,sup-im,0.207,2030,6
SupIm,EU27,2030,Hydro,sup-im,0.207,2030,7
SupIm,EU27,2030,Hydro,sup-im,0.207,2030,8
SupIm,EU27,2030,Hydro,sup-im,0.207,2030,9
SupIm,EU27,2030,Hydro,sup-im,0.207,2030,10
SupIm,EU27,2030,Hydro,sup-im,0.207,2030,11
SupIm,EU27,2030,Hydro,sup-im,0.207,2030,12
Commodity,EU27,2030,Hydro,Type,SupIm,2030,
Commodity,EU27,2030,Elec,Type,Demand,2030,
Commodity,EU27,2030,Lignite,Type,Stock,2030,
Commodity,EU27,2030,Gas,Type,Stock,2030,
Commodity,EU27,2030,CO2,Type,Env,2030,
Commodity,EU27,2030,Biomass,Type,Stock,2030,
Commodity,EU27,2030,Nuclear Fuel,Type,Stock,2030,
Commodity,EU27,2030,Coal,Type,Stock,2030,
Commodity,EU27,2030,Oil,Type,Stock,2030,
Commodity,EU27,2030,Slack,Type,Stock,2030,
Commodity,EU27,2030,Hydro,price,0,2030,
Commodity,EU27,2030,Elec,price,0,2030,
Commodity,EU27,2030,Lignite,price,8.64,2030,
Commodity,EU27,2030,Gas,price,22.68,2030,
Commodity,EU27,2030,CO2,price,113.4,2030,
Commodity,EU27,2030,Biomass,price,67.68,2030,
Commodity,EU27,2030,Nuclear Fuel,price,6.12,2030,
Commodity,EU27,2030,Coal,price,6.48,2030,
Commodity,EU27,2030,Oil,price,32.04,2030,
Commodity,EU27,2030,Slack,price,32.04,2030,
Commodity,EU27,2030,Hydro,max,0,2030,
Commodity,EU27,2030,Elec,max,0,2030,
Commodity,EU27,2030,Lignite,max,inf,2030,
Commodity,EU27,2030,Gas,max,inf,2030,
Commodity,EU27,2030,CO2,max,inf,2030,
Commodity,EU27,2030,Biomass,max,inf,2030,
Commodity,EU27,2030,Nuclear Fuel,max,inf,2030,
Commodity,EU27,2030,Coal,max,inf,2030,
Commodity,EU27,2030,Oil,max,inf,2030,
Commodity,EU27,2030,Slack,max,inf,2030,
Commodity,EU27,2030,Hydro,maxperhour,0,2030,
Commodity,EU27,2030,Elec,maxperhour,0,2030,
Commodity,EU27,2030,Lignite,maxperhour,inf,2030,
Commodity,EU27,2030,Gas,maxperhour,inf,2030,
Commodity,EU27,2030,CO2,maxperhour,inf,2030,
Commodity,EU27,2030,Biomass,maxperhour,inf,2030,
Commodity,EU27,2030,Nuclear Fuel,maxperhour,inf,2030,
Commodity,EU27,2030,Coal,maxperhour,inf,2030,
Commodity,EU27,2030,Oil,maxperhour,inf,2030,
Commodity,EU27,2030,Slack,maxperhour,inf,2030,
Demand,EU27,2031,Elec,fix,0,2031,0
Demand,EU27,2031,Elec,fix,315578125,2031,1
Demand,EU27,2031,Elec,fix,315578125,2031,2
Demand,EU27,2031,Elec,fix,315578125,2031,3
Demand,EU27,2031,Elec,fix,315578125,2031,4
Demand,EU27,2031,Elec,fix,315578125,2031,5
Demand,EU27,2031,Elec,fix,315578125,2031,6
Demand,EU27,2031,Elec,fix,315578125,2031,7
Demand,EU27,2031,Elec,fix,315578125,2031,8
Demand,EU27,2031,Elec,fix,315578125,2031,9
Demand,EU27,2031,Elec,fix,315578125,2031,10
Demand,EU27,2031,Elec,fix,315578125,2031,11
Demand,EU27,2031,Elec,fix,315578125,2031,12
SupIm,EU27,2031,Hydro,sup-im,0.0,2031,0
SupIm,EU27,2031,Hydro,sup-im,0.207,2031,1
SupIm,EU27,2031,Hydro,sup-im,0.207,2031,2
SupIm,EU27,2031,Hydro,sup-im,0.207,2031,3
SupIm,EU27,2031,Hydro,sup-im,0.207,2031,4
SupIm,EU27,2031,Hydro,sup-im,0.207,2031,5
SupIm,EU27,2031,Hydro,sup-im,0.207,2031,6
SupIm,EU27,2031,Hydro,sup-im,0.207,2031,7
SupIm,EU27,2031,Hydro,sup-im,0.207,2031,8
SupIm,EU27,2031,Hydro,sup-im,0.207,2031,9
SupIm,EU27,2031,Hydro,sup-im,0.207,2031,10
SupIm,EU27,2031,Hydro,sup-im,0.207,2031,11
SupIm,EU27,2031,Hydro,sup-im,0.207,2031,12
Commodity,EU27,2031,Hydro,Type,SupIm,2031,
Commodity,EU27,2031,Elec,Type,Demand,2031,
Commodity,EU27,2031,Lignite,Type,Stock,2031,
Commodity,EU27,2031,Gas,Type,Stock,2031,
Commodity,EU27,2031,CO2,Type,Env,2031,
Commodity,EU27,2031,Biomass,Type,Stock,2031,
Commodity,EU27,2031,Nuclear Fuel,Type,Stock,2031,
Commodity,EU27,2031,Coal,Type,Stock,2031,
Commodity,EU27,2031,Oil,Type,Stock,2031,
Commodity,EU27,2031,Slack,Type,Stock,2031,
Commodity,EU27,2031,Hydro,price,0,2031,
Commodity,EU27,2031,Elec,price,0,2031,
Commodity,EU27,2031,Lignite,price,8.64,2031,
Commodity,EU27,2031,Gas,price,22.68,2031,
Commodity,EU27,2031,CO2,price,113.4,2031,
Commodity,EU27,2031,Biomass,price,67.68,2031,
Commodity,EU27,2031,Nuclear Fuel,price,6.12,2031,
Commodity,EU27,2031,Coal,price,6.48,2031,
Commodity,EU27,2031,Oil,price,32.04,2031,
Commodity,EU27,2031,Slack,price,32.04,2031,
Commodity,EU27,2031,Hydro,max,0,2031,
Commodity,EU27,2031,Elec,max,0,2031,
Commodity,EU27,2031,Lignite,max,inf,2031,
Commodity,EU27,2031,Gas,max,inf,2031,
Commodity,EU27,2031,CO2,max,inf,2031,
Commodity,EU27,2031,Biomass,max,inf,2031,
Commodity,EU27,2031,Nuclear Fuel,max,inf,2031,
Commodity,EU27,2031,Coal,max,inf,2031,
Commodity,EU27,2031,Oil,max,inf,2031,
Commodity,EU27,2031,Slack,max,inf,2031,
Commodity,EU27,2031,Hydro,maxperhour,0,2031,
Commodity,EU27,2031,Elec,maxperhour,0,2031,
Commodity,EU27,2031,Lignite,maxperhour,inf,2031,
Commodity,EU27,2031,Gas,maxperhour,inf,2031,
Commodity,EU27,2031,CO2,maxperhour,inf,2031,
Commodity,EU27,2031,Biomass,maxperhour,inf,2031,
Commodity,EU27,2031,Nuclear Fuel,maxperhour,inf,2031,
Commodity,EU27,2031,Coal,maxperhour,inf,2031,
Commodity,EU27,2031,Oil,maxperhour,inf,2031,
Commodity,EU27,2031,Slack,maxperhour,inf,2031,
Demand,EU27,2032,Elec,fix,0,2032,0
Demand,EU27,2032,Elec,fix,330708333,2032,1
Demand,EU27,2032,Elec,fix,330708333,2032,2
Demand,EU27,2032,Elec,fix,330708333,2032,3
Demand,EU27,2032,Elec,fix,330708333,2032,4
Demand,EU27,2032,Elec,fix,330708333,2032,5
Demand,EU27,2032,Elec,fix,330708333,2032,6
Demand,EU27,2032,Elec,fix,330708333,2032,7
Demand,EU27,2032,Elec,fix,330708333,2032,8
Demand,EU27,2032,Elec,fix,330708333,2032,9
Demand,EU27,2032,Elec,fix,330708333,2032,10
Demand,EU27,2032,Elec,fix,330708333,2032,11
Demand,EU27,2032,Elec,fix,330708333,2032,12
SupIm,EU27,2032,Hydro,sup-im,0.0,2032,0
SupIm,EU27,2032,Hydro,sup-im,0.207,2032,1
SupIm,EU27,2032,Hydro,sup-im,0.207,2032,2
SupIm,EU27,2032,Hydro,sup-im,0.207,2032,3
SupIm,EU27,2032,Hydro,sup-im,0.207,2032,4
SupIm,EU27,2032,Hydro,sup-im,0.207,2032,5
SupIm,EU27,2032,Hydro,sup-im,0.207,2032,6
SupIm,EU27,2032,Hydro,sup-im,0.207,2032,7
SupIm,EU27,2032,Hydro,sup-im,0.207,2032,8
SupIm,EU27,2032,Hydro,sup-im,0.207,2032,9
SupIm,EU27,2032,Hydro,sup-im,0.207,2032,10
SupIm,EU27,2032,Hydro,sup-im,0.207,2032,11
SupIm,EU27,2032,Hydro,sup-im,0.207,2032,12
Commodity,EU27,2032,Hydro,Type,SupIm,2032,
Commodity,EU27,2032,Elec,Type,Demand,2032,
Commodity,EU27,2032,Lignite,Type,Stock,2032,
Commodity,EU27,2032,Gas,Type,Stock,2032,
Commodity,EU27,2032,CO2,Type,Env,2032,
Commodity,EU27,2032,Biomass,Type,Stock,2032,
Commodity,EU27,2032,Nuclear Fuel,Type,Stock,2032,
Commodity,EU27,2032,Coal,Type,Stock,2032,
Commodity,EU27,2032,Oil,Type,Stock,2032,
Commodity,EU27,2032,Slack,Type,Stock,2032,
Commodity,EU27,2032,Hydro,price,0,2032,
Commodity,EU27,2032,Elec,price,0,2032,
Commodity,EU27,2032,Lignite,price,8.64,2032,
Commodity,EU27,2032,Gas,price,22.68,2032,
Commodity,EU27,2032,CO2,price,113.4,2032,
Commodity,EU27,2032,Biomass,price,67.68,2032,
Commodity,EU27,2032,Nuclear Fuel,price,6.12,2032,
Commodity,EU27,2032,Coal,price,6.48,2032,
Commodity,EU27,2032,Oil,price,32.04,2032,
Commodity,EU27,2032,Slack,price,32.04,2032,
Commodity,EU27,2032,Hydro,max,0,2032,
Commodity,EU27,2032,Elec,max,0,2032,
Commodity,EU27,2032,Lignite,max,inf,2032,
Commodity,EU27,2032,Gas,max,inf,2032,
Commodity,EU27,2032,CO2,max,inf,2032,
Commodity,EU27,2032,Biomass,max,inf,2032,
Commodity,EU27,2032,Nuclear Fuel,max,inf,2032,
Commodity,EU27,2032,Coal,max,inf,2032,
Commodity,EU27,2032,Oil,max,inf,2032,
Commodity,EU27,2032,Slack,max,inf,2032,
Commodity,EU27,2032,Hydro,maxperhour,0,2032,
Commodity,EU27,2032,Elec,maxperhour,0,2032,
Commodity,EU27,2032,Lignite,maxperhour,inf,2032,
Commodity,EU27,2032,Gas,maxperhour,inf,2032,
Commodity,EU27,2032,CO2,maxperhour,inf,2032,
Commodity,EU27,2032,Biomass,maxperhour,inf,2032,
Commodity,EU27,2032,Nuclear Fuel,maxperhour,inf,2032,
Commodity,EU27,2032,Coal,maxperhour,inf,2032,
Commodity,EU27,2032,Oil,maxperhour,inf,2032,
Commodity,EU27,2032,Slack,maxperhour,inf,2032,
Demand,EU27,2033,Elec,fix,0,2033,0
Demand,EU27,2033,Elec,fix,345838542,2033,1
Demand,EU27,2033,Elec,fix,345838542,2033,2
Demand,EU27,2033,Elec,fix,345838542,2033,3
Demand,EU27,2033,Elec,fix,345838542,2033,4
Demand,EU27,2033,Elec,fix,345838542,2033,5
Demand,EU27,2033,Elec,fix,345838542,2033,6
Demand,EU27,2033,Elec,fix,345838542,2033,7
Demand,EU27,2033,Elec,fix,345838542,2033,8
Demand,EU27,2033,Elec,fix,345838542,2033,9
Demand,EU27,2033,Elec,fix,345838542,2033,10
Demand,EU27,2033,Elec,fix,345838542,2033,11
Demand,EU27,2033,Elec,fix,345838542,2033,12
SupIm,EU27,2033,Hydro,sup-im,0.0,2033,0
SupIm,EU27,2033,Hydro,sup-im,0.207,2033,1
SupIm,EU27,2033,Hydro,sup-im,0.207,2033,2
SupIm,EU27,2033,Hydro,sup-im,0.207,2033,3
SupIm,EU27,2033,Hydro,sup-im,0.207,2033,4
SupIm,EU27,2033,Hydro,sup-im,0.207,2033,5
SupIm,EU27,2033,Hydro,sup-im,0.207,2033,6
SupIm,EU27,2033,Hydro,sup-im,0.207,2033,7
SupIm,EU27,2033,Hydro,sup-im,0.207,2033,8
SupIm,EU27,2033,Hydro,sup-im,0.207,2033,9
SupIm,EU27,2033,Hydro,sup-im,0.207,2033,10
SupIm,EU27,2033,Hydro,sup-im,0.207,2033,11
SupIm,EU27,2033,Hydro,sup-im,0.207,2033,12
Commodity,EU27,2033,Hydro,Type,SupIm,2033,
Commodity,EU27,2033,Elec,Type,Demand,2033,
Commodity,EU27,2033,Lignite,Type,Stock,2033,
Commodity,EU27,2033,Gas,Type,Stock,2033,
Commodity,EU27,2033,CO2,Type,Env,2033,
Commodity,EU27,2033,Biomass,Type,Stock,2033,
Commodity,EU27,2033,Nuclear Fuel,Type,Stock,2033,
Commodity,EU27,2033,Coal,Type,Stock,2033,
Commodity,EU27,2033,Oil,Type,Stock,2033,
Commodity,EU27,2033,Slack,Type,Stock,2033,
Commodity,EU27,2033,Hydro,price,0,2033,
Commodity,EU27,2033,Elec,price,0,2033,
Commodity,EU27,2033,Lignite,price,8.64,2033,
Commodity,EU27,2033,Gas,price,22.68,2033,
Commodity,EU27,2033,CO2,price,113.4,2033,
Commodity,EU27,2033,Biomass,price,67.68,2033,
Commodity,EU27,2033,Nuclear Fuel,price,6.12,2033,
Commodity,EU27,2033,Coal,price,6.48,2033,
Commodity,EU27,2033,Oil,price,32.04,2033,
Commodity,EU27,2033,Slack,price,32.04,2033,
Commodity,EU27,2033,Hydro,max,0,2033,
Commodity,EU27,2033,Elec,max,0,2033,
Commodity,EU27,2033,Lignite,max,inf,2033,
Commodity,EU27,2033,Gas,max,inf,2033,
Commodity,EU27,2033,CO2,max,inf,2033,
Commodity,EU27,2033,Biomass,max,inf,2033,
Commodity,EU27,2033,Nuclear Fuel,max,inf,2033,
Commodity,EU27,2033,Coal,max,inf,2033,
Commodity,EU27,2033,Oil,max,inf,2033,
Commodity,EU27,2033,Slack,max,inf,2033,
Commodity,EU27,2033,Hydro,maxperhour,0,2033,
Commodity,EU27,2033,Elec,maxperhour,0,2033,
Commodity,EU27,2033,Lignite,maxperhour,inf,2033,
Commodity,EU27,2033,Gas,maxperhour,inf,2033,
Commodity,EU27,2033,CO2,maxperhour,inf,2033,
Commodity,EU27,2033,Biomass,maxperhour,inf,2033,
Commodity,EU27,2033,Nuclear Fuel,maxperhour,inf,2033,
Commodity,EU27,2033,Coal,maxperhour,inf,2033,
Commodity,EU27,2033,Oil,maxperhour,inf,2033,
Commodity,EU27,2033,Slack,maxperhour,inf,2033,
Demand,EU27,2034,Elec,fix,0,2034,0
Demand,EU27,2034,Elec,fix,360968750,2034,1
Demand,EU27,2034,Elec,fix,360968750,2034,2
Demand,EU27,2034,Elec,fix,360968750,2034,3
Demand,EU27,2034,Elec,fix,360968750,2034,4
Demand,EU27,2034,Elec,fix,360968750,2034,5
Demand,EU27,2034,Elec,fix,360968750,2034,6
Demand,EU27,2034,Elec,fix,360968750,2034,7
Demand,EU27,2034,Elec,fix,360968750,2034,8
Demand,EU27,2034,Elec,fix,360968750,2034,9
Demand,EU27,2034,Elec,fix,360968750,2034,10
Demand,EU27,2034,Elec,fix,360968750,2034,11
Demand,EU27,2034,Elec,fix,360968750,2034,12
SupIm,EU27,2034,Hydro,sup-im,0.0,2034,0
SupIm,EU27,2034,Hydro,sup-im,0.207,2034,1
SupIm,EU27,2034,Hydro,sup-im,0.207,2034,2
SupIm,EU27,2034,Hydro,sup-im,0.207,2034,3
SupIm,EU27,2034,Hydro,sup-im,0.207,2034,4
SupIm,EU27,2034,Hydro,sup-im,0.207,2034,5
SupIm,EU27,2034,Hydro,sup-im,0.207,2034,6
SupIm,EU27,2034,Hydro,sup-im,0.207,2034,7
SupIm,EU27,2034,Hydro,sup-im,0.207,2034,8
SupIm,EU27,2034,Hydro,sup-im,0.207,2034,9
SupIm,EU27,2034,Hydro,sup-im,0.207,2034,10
SupIm,EU27,2034,Hydro,sup-im,0.207,2034,11
SupIm,EU27,2034,Hydro,sup-im,0.207,2034,12
Commodity,EU27,2034,Hydro,Type,SupIm,2034,
Commodity,EU27,2034,Elec,Type,Demand,2034,
Commodity,EU27,2034,Lignite,Type,Stock,2034,
Commodity,EU27,2034,Gas,Type,Stock,2034,
Commodity,EU27,2034,CO2,Type,Env,2034,
Commodity,EU27,2034,Biomass,Type,Stock,2034,
Commodity,EU27,2034,Nuclear Fuel,Type,Stock,2034,
Commodity,EU27,2034,Coal,Type,Stock,2034,
Commodity,EU27,2034,Oil,Type,Stock,2034,
Commodity,EU27,2034,Slack,Type,Stock,2034,
Commodity,EU27,2034,Hydro,price,0,2034,
Commodity,EU27,2034,Elec,price,0,2034,
Commodity,EU27,2034,Lignite,price,8.64,2034,
Commodity,EU27,2034,Gas,price,22.68,2034,
Commodity,EU27,2034,CO2,price,113.4,2034,
Commodity,EU27,2034,Biomass,price,67.68,2034,
Commodity,EU27,2034,Nuclear Fuel,price,6.12,2034,
Commodity,EU27,2034,Coal,price,6.48,2034,
Commodity,EU27,2034,Oil,price,32.04,2034,
Commodity,EU27,2034,Slack,price,32.04,2034,
Commodity,EU27,2034,Hydro,max,0,2034,
Commodity,EU27,2034,Elec,max,0,2034,
Commodity,EU27,2034,Lignite,max,inf,2034,
Commodity,EU27,2034,Gas,max,inf,2034,
Commodity,EU27,2034,CO2,max,inf,2034,
Commodity,EU27,2034,Biomass,max,inf,2034,
Commodity,EU27,2034,Nuclear Fuel,max,inf,2034,
Commodity,EU27,2034,Coal,max,inf,2034,
Commodity,EU27,2034,Oil,max,inf,2034,
Commodity,EU27,2034,Slack,max,inf,2034,
Commodity,EU27,2034,Hydro,maxperhour,0,2034,
Commodity,EU27,2034,Elec,maxperhour,0,2034,
Commodity,EU27,2034,Lignite,maxperhour,inf,2034,
Commodity,EU27,2034,Gas,maxperhour,inf,2034,
Commodity,EU27,2034,CO2,maxperhour,inf,2034,
Commodity,EU27,2034,Biomass,maxperhour,inf,2034,
Commodity,EU27,2034,Nuclear Fuel,maxperhour,inf,2034,
Commodity,EU27,2034,Coal,maxperhour,inf,2034,
Commodity,EU27,2034,Oil,maxperhour,inf,2034,
Commodity,EU27,2034,Slack,maxperhour,inf,2034,
Demand,EU27,2035,Elec,fix,0,2035,0
Demand,EU27,2035,Elec,fix,376098958,2035,1
Demand,EU27,2035,Elec,fix,376098958,2035,2
Demand,EU27,2035,Elec,fix,376098958,2035,3
Demand,EU27,2035,Elec,fix,376098958,2035,4
Demand,EU27,2035,Elec,fix,376098958,2035,5
Demand,EU27,2035,Elec,fix,376098958,2035,6
Demand,EU27,2035,Elec,fix,376098958,2035,7
Demand,EU27,2035,Elec,fix,376098958,2035,8
Demand,EU27,2035,Elec,fix,376098958,2035,9
Demand,EU27,2035,Elec,fix,376098958,2035,10
Demand,EU27,2035,Elec,fix,376098958,2035,11
Demand,EU27,2035,Elec,fix,376098958,2035,12
SupIm,EU27,2035,Hydro,sup-im,0.0,2035,0
SupIm,EU27,2035,Hydro,sup-im,0.207,2035,1
SupIm,EU27,2035,Hydro,sup-im,0.207,2035,2
SupIm,EU27,2035,Hydro,sup-im,0.207,2035,3
SupIm,EU27,2035,Hydro,sup-im,0.207,2035,4
SupIm,EU27,2035,Hydro,sup-im,0.207,2035,5
SupIm,EU27,2035,Hydro,sup-im,0.207,2035,6
SupIm,EU27,2035,Hydro,sup-im,0.207,2035,7
SupIm,EU27,2035,Hydro,sup-im,0.207,2035,8
SupIm,EU27,2035,Hydro,sup-im,0.207,2035,9
SupIm,EU27,2035,Hydro,sup-im,0.207,2035,10
SupIm,EU27,2035,Hydro,sup-im,0.207,2035,11
SupIm,EU27,2035,Hydro,sup-im,0.207,2035,12
Commodity,EU27,2035,Hydro,Type,SupIm,2035,
Commodity,EU27,2035,Elec,Type,Demand,2035,
Commodity,EU27,2035,Lignite,Type,Stock,2035,
